Order ID,Order Date,Ship Date,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-102261,01-07-2023,06-07-2023,Customer 435,Corporate,Houston,CA,South,Technology,Accessories,Accessories Model 207,42.45,9,0.05,9.75
ORD-102262,02-11-2023,03-11-2023,Customer 308,Corporate,Phoenix,CA,South,Office Supplies,Storage,Storage Model 755,119.99,6,0.15,10.88
ORD-102263,19-10-2022,20-10-2022,Customer 377,Consumer,New York,IL,Central,Furniture,Bookcases,Bookcases Model 818,769.87,8,0.3,-27.21
ORD-102264,07-09-2023,12-09-2023,Customer 32,Consumer,San Jose,IL,East,Technology,Phones,Phones Model 938,756.68,4,0.3,-48.86
ORD-102265,30-05-2022,02-06-2022,Customer 41,Home Office,San Jose,NY,East,Office Supplies,Appliances,Appliances Model 994,372.77,4,0.15,38.67
ORD-102266,25-08-2021,27-08-2021,Customer 358,Home Office,Los Angeles,AZ,Central,Furniture,Bookcases,Bookcases Model 262,429.21,1,0.3,-21.55
ORD-102267,26-07-2024,29-07-2024,Customer 231,Corporate,San Jose,IL,South,Office Supplies,Storage,Storage Model 567,959.83,8,0.3,-61.9
ORD-102268,14-12-2021,15-12-2021,Customer 161,Home Office,Houston,CA,West,Furniture,Furnishings,Furnishings Model 543,418.67,2,0.3,-24.62
ORD-102269,19-09-2022,25-09-2022,Customer 210,Corporate,San Jose,IL,South,Technology,Machines,Machines Model 229,275.28,1,0.05,39.1
ORD-102270,02-02-2024,07-02-2024,Customer 232,Consumer,Chicago,TX,South,Furniture,Furnishings,Furnishings Model 260,390.26,2,0.3,-15.76
ORD-102271,22-09-2022,27-09-2022,Customer 404,Corporate,San Diego,CA,South,Technology,Accessories,Accessories Model 545,596.33,8,0.1,84.8
ORD-102272,25-06-2024,28-06-2024,Customer 223,Home Office,Chicago,CA,West,Furniture,Chairs,Chairs Model 878,221.95,5,0.3,-7.94
ORD-102273,30-12-2021,05-01-2022,Customer 9,Corporate,San Jose,CA,Central,Technology,Phones,Phones Model 309,492.05,5,0.05,124.92
ORD-102274,17-11-2021,20-11-2021,Customer 12,Corporate,San Diego,CA,Central,Furniture,Tables,Tables Model 279,139.67,5,0.1,21.24
ORD-102275,13-10-2021,15-10-2021,Customer 117,Consumer,San Jose,AZ,South,Office Supplies,Storage,Storage Model 574,221.43,4,0.1,30.13
ORD-102276,29-05-2021,02-06-2021,Customer 486,Consumer,San Jose,NY,Central,Furniture,Furnishings,Furnishings Model 632,597.96,6,0.2,29.45
ORD-102277,13-01-2024,19-01-2024,Customer 488,Corporate,San Jose,AZ,Central,Technology,Phones,Phones Model 867,140.37,8,0.15,12.2
ORD-102278,10-02-2022,14-02-2022,Customer 266,Corporate,Houston,TX,South,Technology,Accessories,Accessories Model 608,64.59,6,0.3,-3.8
ORD-102279,05-09-2023,07-09-2023,Customer 324,Consumer,Dallas,IL,South,Technology,Machines,Machines Model 843,351.33,8,0.1,64.34
ORD-102280,01-04-2022,05-04-2022,Customer 307,Consumer,Phoenix,IL,Central,Office Supplies,Binders,Binders Model 387,377.28,6,0,116.97
ORD-102281,11-03-2023,12-03-2023,Customer 190,Home Office,San Jose,NY,East,Office Supplies,Paper,Paper Model 456,261.28,2,0.1,36.21
ORD-102282,30-03-2024,03-04-2024,Customer 214,Consumer,Houston,IL,West,Furniture,Bookcases,Bookcases Model 259,657.43,7,0.1,114.28
ORD-102283,10-10-2023,12-10-2023,Customer 403,Corporate,Dallas,AZ,Central,Furniture,Furnishings,Furnishings Model 309,358.08,6,0,75.83
ORD-102284,23-02-2023,27-02-2023,Customer 462,Consumer,Dallas,AZ,West,Office Supplies,Paper,Paper Model 964,96.46,4,0,20.45
ORD-102285,05-04-2022,10-04-2022,Customer 417,Consumer,San Jose,AZ,South,Office Supplies,Paper,Paper Model 104,606.75,1,0.15,57.28
ORD-102286,08-01-2023,11-01-2023,Customer 262,Consumer,San Diego,CA,Central,Technology,Machines,Machines Model 123,721.14,9,0.2,30.86
ORD-102287,24-05-2022,25-05-2022,Customer 237,Home Office,Phoenix,NY,South,Technology,Copiers,Copiers Model 776,543.23,6,0.15,60.28
ORD-102288,26-04-2022,01-05-2022,Customer 406,Corporate,Chicago,IL,East,Furniture,Tables,Tables Model 188,406.96,4,0.05,64.63
ORD-102289,24-04-2021,29-04-2021,Customer 115,Home Office,New York,IL,Central,Furniture,Tables,Tables Model 579,340.31,6,0.15,42.33
ORD-102290,19-01-2023,21-01-2023,Customer 288,Consumer,Phoenix,IL,South,Office Supplies,Appliances,Appliances Model 199,823.58,1,0.05,175.57
ORD-102291,27-12-2021,30-12-2021,Customer 422,Home Office,Houston,AZ,East,Furniture,Tables,Tables Model 429,724.16,1,0.05,157.31
ORD-102292,07-12-2021,10-12-2021,Customer 377,Consumer,Phoenix,CA,South,Furniture,Chairs,Chairs Model 870,260.89,3,0.1,28.41
ORD-102293,09-02-2023,15-02-2023,Customer 153,Corporate,Houston,CA,Central,Furniture,Chairs,Chairs Model 811,596.35,7,0.1,109.57
ORD-102294,31-01-2023,01-02-2023,Customer 334,Home Office,San Diego,NY,Central,Technology,Phones,Phones Model 843,185.9,3,0.3,-8.42
ORD-102295,27-08-2023,29-08-2023,Customer 229,Home Office,San Diego,AZ,West,Furniture,Tables,Tables Model 679,101.08,2,0.3,-6.01
ORD-102296,25-03-2022,26-03-2022,Customer 389,Corporate,Los Angeles,IL,South,Office Supplies,Appliances,Appliances Model 850,846.44,1,0.3,-52.27
ORD-102297,15-04-2023,21-04-2023,Customer 362,Home Office,San Jose,IL,West,Furniture,Tables,Tables Model 448,551.81,3,0.3,-19.96
ORD-102298,18-04-2024,22-04-2024,Customer 166,Consumer,Los Angeles,NY,Central,Office Supplies,Paper,Paper Model 623,21.14,2,0.3,-1.06
ORD-102299,04-05-2024,09-05-2024,Customer 189,Consumer,Dallas,TX,East,Office Supplies,Appliances,Appliances Model 733,228.08,7,0.2,12.21
ORD-102300,07-11-2021,08-11-2021,Customer 331,Corporate,San Diego,CA,Central,Office Supplies,Appliances,Appliances Model 422,407.22,9,0,129.51
ORD-102301,19-09-2021,24-09-2021,Customer 330,Corporate,Dallas,AZ,East,Office Supplies,Binders,Binders Model 755,679.65,8,0.3,-33.83
ORD-102302,10-02-2022,12-02-2022,Customer 371,Home Office,Chicago,TX,East,Office Supplies,Binders,Binders Model 984,316.01,6,0.15,30.86
ORD-102303,23-05-2021,27-05-2021,Customer 78,Consumer,Chicago,CA,East,Technology,Accessories,Accessories Model 932,254.25,4,0.15,31.9
ORD-102304,08-12-2021,10-12-2021,Customer 174,Consumer,San Diego,IL,East,Furniture,Bookcases,Bookcases Model 611,230.6,7,0.15,28.31
ORD-102305,01-09-2024,05-09-2024,Customer 280,Consumer,San Diego,TX,West,Furniture,Furnishings,Furnishings Model 809,230.05,3,0.3,-9.84
ORD-102306,30-01-2024,03-02-2024,Customer 417,Consumer,San Jose,CA,East,Office Supplies,Binders,Binders Model 666,926.11,6,0,177.57
ORD-102307,01-09-2021,06-09-2021,Customer 123,Consumer,New York,NY,West,Furniture,Tables,Tables Model 537,56.55,4,0.15,5.84
ORD-102308,05-05-2022,07-05-2022,Customer 22,Consumer,Houston,CA,West,Furniture,Chairs,Chairs Model 478,450.33,6,0.3,-17.23
ORD-102309,12-01-2021,14-01-2021,Customer 166,Corporate,San Diego,NY,Central,Office Supplies,Storage,Storage Model 902,886.43,4,0.2,47.89
ORD-102310,16-06-2024,17-06-2024,Customer 343,Home Office,San Diego,AZ,East,Furniture,Chairs,Chairs Model 399,177.74,1,0.1,29.25
ORD-102311,15-07-2022,17-07-2022,Customer 302,Consumer,Houston,CA,South,Technology,Accessories,Accessories Model 441,974.24,2,0.1,136.81
ORD-102312,11-02-2021,12-02-2021,Customer 360,Consumer,Dallas,AZ,West,Technology,Machines,Machines Model 631,435.67,9,0.3,-28.13
ORD-102313,09-11-2022,12-11-2022,Customer 78,Home Office,New York,AZ,Central,Furniture,Tables,Tables Model 961,526.34,9,0.2,23.55
ORD-102314,17-08-2022,20-08-2022,Customer 262,Corporate,Chicago,CA,Central,Furniture,Bookcases,Bookcases Model 232,176.59,9,0.1,21.01
ORD-102315,27-03-2024,30-03-2024,Customer 168,Corporate,San Diego,NY,Central,Furniture,Tables,Tables Model 607,731.16,8,0,128.23
ORD-102316,24-05-2024,30-05-2024,Customer 229,Home Office,San Diego,CA,West,Furniture,Chairs,Chairs Model 195,634.9,3,0.2,36.76
ORD-102317,14-05-2021,16-05-2021,Customer 199,Consumer,Houston,CA,Central,Technology,Phones,Phones Model 955,21.4,6,0,6.66
ORD-102318,27-12-2023,02-01-2024,Customer 454,Home Office,Phoenix,IL,South,Office Supplies,Paper,Paper Model 160,921.54,6,0.1,129.57
ORD-102319,28-10-2023,30-10-2023,Customer 291,Corporate,Houston,AZ,East,Technology,Accessories,Accessories Model 745,338.12,6,0,104.61
ORD-102320,06-08-2023,07-08-2023,Customer 111,Consumer,Dallas,CA,South,Furniture,Chairs,Chairs Model 396,236.94,9,0.05,41.77
ORD-102321,14-03-2021,20-03-2021,Customer 369,Corporate,San Jose,TX,West,Office Supplies,Appliances,Appliances Model 852,181.65,6,0.05,30.29
ORD-102322,03-02-2022,09-02-2022,Customer 288,Home Office,Phoenix,CA,East,Furniture,Furnishings,Furnishings Model 809,386.85,4,0.1,50.05
ORD-102323,01-08-2022,07-08-2022,Customer 453,Consumer,New York,AZ,East,Office Supplies,Binders,Binders Model 135,632.89,5,0.1,120.67
ORD-102324,09-05-2023,13-05-2023,Customer 477,Consumer,Phoenix,TX,South,Technology,Machines,Machines Model 519,660.07,9,0.15,72.03
ORD-102325,10-05-2021,11-05-2021,Customer 50,Consumer,Dallas,CA,West,Office Supplies,Paper,Paper Model 221,394.79,3,0.2,21.41
ORD-102326,20-07-2023,23-07-2023,Customer 39,Corporate,San Diego,NY,Central,Furniture,Bookcases,Bookcases Model 806,76.61,7,0.3,-4.25
ORD-102327,14-05-2024,15-05-2024,Customer 155,Consumer,Phoenix,TX,West,Technology,Phones,Phones Model 447,426.74,9,0,88.2
ORD-102328,23-09-2021,27-09-2021,Customer 451,Corporate,Chicago,NY,East,Technology,Phones,Phones Model 564,217.16,7,0.3,-10.65
ORD-102329,04-03-2023,06-03-2023,Customer 234,Home Office,Phoenix,IL,East,Technology,Accessories,Accessories Model 223,247.49,4,0.1,38.74
ORD-102330,10-09-2021,11-09-2021,Customer 33,Home Office,Chicago,CA,East,Office Supplies,Appliances,Appliances Model 508,229.56,9,0.05,50.7
ORD-102331,02-04-2023,08-04-2023,Customer 16,Consumer,San Jose,TX,South,Furniture,Furnishings,Furnishings Model 342,589.52,7,0.1,69.87
ORD-102332,05-08-2024,08-08-2024,Customer 499,Consumer,New York,NY,Central,Furniture,Tables,Tables Model 180,493.65,6,0,122.8
ORD-102333,13-06-2021,16-06-2021,Customer 369,Corporate,Houston,IL,East,Office Supplies,Storage,Storage Model 421,865.81,4,0.1,125.99
ORD-102334,05-04-2021,07-04-2021,Customer 494,Consumer,Houston,TX,East,Office Supplies,Storage,Storage Model 903,614,3,0.2,28.78
ORD-102335,13-04-2023,14-04-2023,Customer 448,Home Office,San Diego,AZ,South,Office Supplies,Binders,Binders Model 409,793.09,1,0.05,188.35
ORD-102336,08-02-2024,12-02-2024,Customer 147,Corporate,Los Angeles,AZ,Central,Technology,Phones,Phones Model 333,826.2,9,0.15,99.74
ORD-102337,02-12-2021,04-12-2021,Customer 279,Consumer,Dallas,IL,West,Furniture,Furnishings,Furnishings Model 175,627.71,9,0.3,-39.81
ORD-102338,02-04-2023,03-04-2023,Customer 209,Consumer,San Diego,IL,South,Furniture,Bookcases,Bookcases Model 176,192.13,1,0.2,6.84
ORD-102339,26-08-2021,31-08-2021,Customer 76,Home Office,San Jose,AZ,South,Furniture,Bookcases,Bookcases Model 810,511.34,5,0.05,109.4
ORD-102340,16-01-2022,19-01-2022,Customer 45,Home Office,Phoenix,CA,Central,Furniture,Furnishings,Furnishings Model 326,573.92,4,0.1,71.39
ORD-102341,18-06-2023,22-06-2023,Customer 231,Home Office,Chicago,NY,Central,Furniture,Furnishings,Furnishings Model 406,49.71,3,0.05,11.94
ORD-102342,28-04-2022,04-05-2022,Customer 307,Corporate,Chicago,AZ,West,Office Supplies,Paper,Paper Model 229,650.46,8,0.05,140.05
ORD-102343,21-06-2023,25-06-2023,Customer 42,Corporate,Los Angeles,AZ,East,Technology,Copiers,Copiers Model 116,796.04,6,0.15,83.78
ORD-102344,15-11-2023,21-11-2023,Customer 295,Consumer,Phoenix,AZ,West,Office Supplies,Binders,Binders Model 643,708.27,1,0.15,75.69
ORD-102345,15-02-2024,19-02-2024,Customer 351,Home Office,Dallas,TX,East,Office Supplies,Paper,Paper Model 203,507.31,2,0.05,116.84
ORD-102346,27-04-2022,30-04-2022,Customer 281,Corporate,San Diego,CA,Central,Furniture,Bookcases,Bookcases Model 855,407.19,1,0.15,43.8
ORD-102347,06-07-2023,12-07-2023,Customer 353,Consumer,Houston,TX,West,Office Supplies,Appliances,Appliances Model 416,724.44,4,0,169.7
ORD-102348,21-09-2023,22-09-2023,Customer 367,Consumer,Los Angeles,TX,West,Office Supplies,Paper,Paper Model 803,311.15,4,0.1,47.92
ORD-102349,22-08-2023,28-08-2023,Customer 124,Corporate,Phoenix,CA,East,Technology,Machines,Machines Model 531,660.36,2,0.15,77.21
ORD-102350,21-06-2022,23-06-2022,Customer 9,Consumer,Phoenix,NY,West,Technology,Phones,Phones Model 421,354.3,6,0.3,-19.66
ORD-102351,08-01-2024,09-01-2024,Customer 35,Corporate,San Jose,NY,South,Technology,Phones,Phones Model 199,875.64,1,0.2,53.02
ORD-102352,11-04-2024,13-04-2024,Customer 6,Home Office,Phoenix,IL,South,Furniture,Furnishings,Furnishings Model 324,165.77,5,0,47.4
ORD-102353,02-11-2023,06-11-2023,Customer 156,Corporate,San Jose,AZ,East,Furniture,Tables,Tables Model 659,728.54,2,0.3,-41.7
ORD-102354,08-05-2021,09-05-2021,Customer 17,Corporate,Dallas,IL,East,Office Supplies,Appliances,Appliances Model 556,805.42,2,0.15,72.03
ORD-102355,02-04-2021,06-04-2021,Customer 441,Corporate,Los Angeles,TX,Central,Furniture,Furnishings,Furnishings Model 516,928.53,7,0.15,77.95
ORD-102356,27-06-2022,02-07-2022,Customer 14,Corporate,New York,TX,East,Office Supplies,Appliances,Appliances Model 162,698.23,6,0.15,64.55
ORD-102357,26-04-2023,30-04-2023,Customer 279,Consumer,Los Angeles,CA,East,Furniture,Bookcases,Bookcases Model 124,633.96,5,0.3,-22.8
ORD-102358,16-09-2023,20-09-2023,Customer 384,Corporate,Houston,AZ,South,Furniture,Furnishings,Furnishings Model 384,803.52,6,0,210.3
ORD-102359,23-03-2022,25-03-2022,Customer 159,Home Office,San Jose,CA,South,Technology,Machines,Machines Model 592,902.61,6,0,282.11
ORD-102360,25-01-2022,31-01-2022,Customer 351,Consumer,New York,AZ,South,Technology,Phones,Phones Model 718,782.33,2,0.05,158.05
ORD-102361,03-11-2022,08-11-2022,Customer 238,Corporate,San Diego,AZ,East,Technology,Accessories,Accessories Model 302,213.39,4,0.3,-8.87
ORD-102362,12-02-2021,16-02-2021,Customer 358,Home Office,San Jose,CA,South,Furniture,Chairs,Chairs Model 841,449.02,9,0.1,54.54
ORD-102363,11-09-2021,15-09-2021,Customer 21,Corporate,Dallas,TX,East,Furniture,Tables,Tables Model 890,263.35,3,0.1,45.31
ORD-102364,28-02-2024,04-03-2024,Customer 496,Consumer,Houston,TX,South,Office Supplies,Paper,Paper Model 720,688.27,7,0.2,44.17
ORD-102365,20-12-2023,25-12-2023,Customer 199,Home Office,Chicago,TX,East,Technology,Phones,Phones Model 697,731.56,6,0.3,-35.24
ORD-102366,25-10-2022,26-10-2022,Customer 115,Corporate,San Jose,CA,South,Furniture,Tables,Tables Model 589,807.5,2,0.15,94.69
ORD-102367,12-04-2022,14-04-2022,Customer 52,Consumer,Chicago,CA,East,Office Supplies,Binders,Binders Model 295,764.5,2,0.1,139.17
ORD-102368,14-10-2021,19-10-2021,Customer 188,Home Office,San Diego,NY,Central,Furniture,Furnishings,Furnishings Model 394,716.21,9,0.05,183.68
ORD-102369,08-10-2023,13-10-2023,Customer 215,Corporate,New York,IL,South,Office Supplies,Binders,Binders Model 721,396.74,3,0.05,75.19
ORD-102370,17-02-2023,20-02-2023,Customer 35,Consumer,Los Angeles,IL,Central,Office Supplies,Appliances,Appliances Model 718,328.12,3,0,61.04
ORD-102371,11-12-2021,17-12-2021,Customer 260,Consumer,Chicago,NY,East,Furniture,Furnishings,Furnishings Model 262,376.06,6,0.2,20.08
ORD-102372,04-10-2022,09-10-2022,Customer 293,Consumer,Houston,TX,Central,Technology,Phones,Phones Model 173,860.4,4,0.15,64.11
ORD-102373,17-01-2022,19-01-2022,Customer 245,Consumer,Chicago,AZ,South,Office Supplies,Storage,Storage Model 154,113,7,0.05,19.72
ORD-102374,21-11-2022,27-11-2022,Customer 119,Consumer,Chicago,IL,West,Technology,Phones,Phones Model 686,64.66,9,0.3,-3.31
ORD-102375,30-06-2024,06-07-2024,Customer 6,Corporate,New York,AZ,East,Office Supplies,Appliances,Appliances Model 492,85.33,4,0.15,8.48
ORD-102376,16-12-2023,20-12-2023,Customer 300,Home Office,New York,IL,West,Technology,Machines,Machines Model 981,967.91,1,0.1,164.64
ORD-102377,02-04-2022,06-04-2022,Customer 441,Corporate,Houston,CA,South,Furniture,Tables,Tables Model 704,946.12,4,0.2,56.73
ORD-102378,10-09-2023,14-09-2023,Customer 110,Consumer,Chicago,TX,East,Furniture,Furnishings,Furnishings Model 628,385.47,9,0,68.16
ORD-102379,24-03-2021,28-03-2021,Customer 440,Home Office,Chicago,NY,South,Technology,Accessories,Accessories Model 755,540.02,3,0.3,-25.54
ORD-102380,28-01-2024,31-01-2024,Customer 290,Consumer,Houston,TX,Central,Office Supplies,Binders,Binders Model 504,536.89,8,0.3,-34.09
ORD-102381,29-05-2021,03-06-2021,Customer 209,Consumer,San Diego,NY,Central,Technology,Machines,Machines Model 306,96.64,4,0.15,12.03
ORD-102382,14-09-2024,18-09-2024,Customer 99,Home Office,Dallas,TX,South,Furniture,Chairs,Chairs Model 710,48.41,6,0.15,4.01
ORD-102383,25-03-2024,26-03-2024,Customer 384,Consumer,San Jose,AZ,South,Office Supplies,Paper,Paper Model 294,600.63,5,0.15,53.21
ORD-102384,09-07-2021,13-07-2021,Customer 124,Home Office,Phoenix,TX,East,Office Supplies,Paper,Paper Model 625,908.14,5,0.05,208.32
ORD-102385,02-06-2023,07-06-2023,Customer 214,Consumer,Los Angeles,CA,East,Furniture,Chairs,Chairs Model 436,99.47,8,0.3,-5.06
ORD-102386,20-09-2021,24-09-2021,Customer 202,Corporate,San Jose,IL,Central,Furniture,Bookcases,Bookcases Model 404,899.12,1,0.05,201.28
ORD-102387,09-01-2024,12-01-2024,Customer 471,Corporate,San Jose,AZ,South,Office Supplies,Storage,Storage Model 342,835.28,9,0.3,-51.6
ORD-102388,04-02-2022,06-02-2022,Customer 241,Corporate,Los Angeles,TX,Central,Furniture,Tables,Tables Model 675,53.68,6,0,11.91
ORD-102389,03-02-2023,05-02-2023,Customer 129,Home Office,Phoenix,IL,Central,Office Supplies,Binders,Binders Model 157,980.92,2,0,246.65
ORD-102390,01-09-2022,06-09-2022,Customer 161,Corporate,Houston,AZ,West,Office Supplies,Paper,Paper Model 250,311.15,7,0.2,17.12
ORD-102391,07-07-2024,09-07-2024,Customer 99,Corporate,San Diego,IL,Central,Furniture,Bookcases,Bookcases Model 739,283.25,2,0.1,53.61
ORD-102392,24-02-2023,26-02-2023,Customer 343,Home Office,Houston,AZ,West,Office Supplies,Appliances,Appliances Model 439,173.12,1,0.15,22.38
ORD-102393,11-04-2021,12-04-2021,Customer 98,Home Office,Dallas,AZ,Central,Office Supplies,Storage,Storage Model 415,582.29,1,0.1,75.46
ORD-102394,14-10-2024,19-10-2024,Customer 298,Home Office,Chicago,NY,Central,Technology,Copiers,Copiers Model 146,973.26,7,0.15,88.06
ORD-102395,31-03-2023,05-04-2023,Customer 106,Home Office,Dallas,CA,South,Office Supplies,Paper,Paper Model 334,532.37,6,0,149.39
ORD-102396,29-05-2024,31-05-2024,Customer 201,Corporate,Phoenix,AZ,South,Furniture,Tables,Tables Model 664,592.76,2,0,158.79
ORD-102397,31-03-2023,02-04-2023,Customer 75,Corporate,Los Angeles,IL,East,Office Supplies,Storage,Storage Model 885,865.34,8,0.1,125.84
ORD-102398,24-02-2022,26-02-2022,Customer 2,Consumer,Houston,IL,South,Furniture,Furnishings,Furnishings Model 838,978.59,1,0.3,-48.04
ORD-102399,04-05-2021,10-05-2021,Customer 262,Home Office,San Diego,CA,Central,Furniture,Bookcases,Bookcases Model 251,80.98,5,0.2,5.15
ORD-102400,26-02-2022,01-03-2022,Customer 322,Corporate,Los Angeles,TX,South,Technology,Copiers,Copiers Model 345,904.85,2,0.2,57.67
ORD-102401,08-06-2024,12-06-2024,Customer 62,Consumer,Chicago,NY,Central,Furniture,Bookcases,Bookcases Model 237,628.06,7,0.05,142.72
ORD-102402,23-12-2023,26-12-2023,Customer 434,Consumer,Phoenix,NY,Central,Technology,Phones,Phones Model 670,517.69,8,0.1,99.97
ORD-102403,07-02-2023,12-02-2023,Customer 474,Home Office,San Diego,CA,East,Technology,Phones,Phones Model 500,81.96,3,0.3,-4.4
ORD-102404,28-04-2022,29-04-2022,Customer 6,Consumer,Dallas,AZ,Central,Office Supplies,Binders,Binders Model 684,298.48,6,0.05,55.22
ORD-102405,03-06-2022,07-06-2022,Customer 124,Consumer,Houston,AZ,Central,Furniture,Furnishings,Furnishings Model 776,262.23,2,0.2,14.09
ORD-102406,04-06-2021,05-06-2021,Customer 431,Consumer,Chicago,NY,Central,Office Supplies,Storage,Storage Model 589,734.67,4,0.3,-33.76
ORD-102407,02-04-2021,08-04-2021,Customer 413,Corporate,Houston,AZ,East,Technology,Accessories,Accessories Model 696,202.69,3,0.3,-7.57
ORD-102408,09-09-2023,14-09-2023,Customer 293,Home Office,Phoenix,TX,East,Technology,Phones,Phones Model 562,634.39,7,0.15,68.91
ORD-102409,31-03-2022,06-04-2022,Customer 433,Corporate,Houston,CA,South,Technology,Accessories,Accessories Model 817,287.36,2,0.15,28.4
ORD-102410,21-08-2022,26-08-2022,Customer 457,Consumer,Houston,IL,East,Office Supplies,Paper,Paper Model 242,97.64,5,0.3,-5.46
ORD-102411,25-05-2022,26-05-2022,Customer 344,Corporate,San Diego,AZ,South,Technology,Accessories,Accessories Model 123,745.13,7,0.05,165.6
ORD-102412,21-04-2024,22-04-2024,Customer 119,Consumer,Los Angeles,TX,South,Furniture,Tables,Tables Model 611,239.71,3,0.1,31.53
ORD-102413,21-01-2022,22-01-2022,Customer 379,Corporate,San Diego,NY,Central,Furniture,Tables,Tables Model 318,125.96,2,0.2,5.03
ORD-102414,09-02-2022,14-02-2022,Customer 224,Home Office,Dallas,IL,East,Technology,Copiers,Copiers Model 177,829.34,7,0.3,-31.5
ORD-102415,03-09-2021,05-09-2021,Customer 430,Corporate,Houston,IL,West,Furniture,Furnishings,Furnishings Model 220,864.18,4,0.15,109.97
ORD-102416,12-01-2023,13-01-2023,Customer 308,Home Office,San Diego,CA,South,Office Supplies,Binders,Binders Model 457,632.52,5,0.15,56.84
ORD-102417,23-10-2022,29-10-2022,Customer 161,Corporate,San Diego,IL,West,Technology,Accessories,Accessories Model 902,295.68,2,0,62.66
ORD-102418,12-10-2022,16-10-2022,Customer 461,Consumer,San Diego,AZ,South,Office Supplies,Storage,Storage Model 451,121.81,7,0.2,4.59
ORD-102419,20-06-2023,25-06-2023,Customer 331,Home Office,Los Angeles,TX,East,Technology,Accessories,Accessories Model 535,330.74,8,0.05,72.55
ORD-102420,06-03-2021,12-03-2021,Customer 185,Corporate,New York,TX,South,Furniture,Bookcases,Bookcases Model 611,228.42,7,0.1,37.93
ORD-102421,03-11-2023,06-11-2023,Customer 466,Corporate,Los Angeles,TX,Central,Office Supplies,Appliances,Appliances Model 130,360.58,7,0.15,43.97
ORD-102422,01-08-2021,04-08-2021,Customer 138,Corporate,Phoenix,TX,West,Furniture,Tables,Tables Model 558,532.79,2,0,117.25
ORD-102423,30-08-2021,03-09-2021,Customer 438,Home Office,Houston,NY,South,Technology,Accessories,Accessories Model 871,929.68,3,0,247.66
ORD-102424,08-05-2022,10-05-2022,Customer 390,Consumer,Los Angeles,CA,East,Furniture,Chairs,Chairs Model 218,521.7,6,0.15,59.92
ORD-102425,21-05-2024,22-05-2024,Customer 129,Consumer,Phoenix,TX,West,Office Supplies,Binders,Binders Model 837,739.32,6,0.3,-32.48
ORD-102426,04-12-2021,09-12-2021,Customer 440,Corporate,Phoenix,CA,West,Furniture,Tables,Tables Model 469,206.32,6,0.3,-7.89
ORD-102427,22-06-2021,28-06-2021,Customer 86,Home Office,Los Angeles,CA,East,Furniture,Bookcases,Bookcases Model 651,856.69,4,0.2,46.98
ORD-102428,03-11-2022,04-11-2022,Customer 294,Home Office,Chicago,IL,South,Office Supplies,Binders,Binders Model 786,525.99,9,0.15,63.59
ORD-102429,13-06-2021,19-06-2021,Customer 121,Consumer,Houston,AZ,East,Furniture,Tables,Tables Model 489,41.31,6,0.05,8.47
ORD-102430,10-04-2022,15-04-2022,Customer 138,Consumer,Los Angeles,TX,Central,Technology,Phones,Phones Model 761,977.77,9,0.05,181.51
ORD-102431,22-09-2023,25-09-2023,Customer 79,Home Office,Chicago,CA,East,Office Supplies,Paper,Paper Model 720,230.96,5,0.3,-8.67
ORD-102432,12-05-2022,13-05-2022,Customer 393,Corporate,New York,AZ,East,Furniture,Tables,Tables Model 719,579.35,6,0.3,-29.42
ORD-102433,01-12-2022,05-12-2022,Customer 86,Consumer,San Jose,CA,West,Furniture,Tables,Tables Model 972,654.26,8,0.3,-26.9
ORD-102434,30-01-2022,01-02-2022,Customer 294,Corporate,San Jose,CA,South,Technology,Machines,Machines Model 496,501.11,9,0.05,104.23
ORD-102435,04-12-2022,08-12-2022,Customer 366,Consumer,Chicago,AZ,East,Technology,Phones,Phones Model 527,934.29,8,0.3,-33.69
ORD-102436,04-11-2021,06-11-2021,Customer 70,Consumer,Phoenix,TX,South,Technology,Copiers,Copiers Model 158,680.19,9,0.15,48.96
ORD-102437,02-07-2021,08-07-2021,Customer 282,Home Office,San Diego,AZ,South,Office Supplies,Appliances,Appliances Model 409,30.36,9,0.2,1.28
ORD-102438,21-09-2022,22-09-2022,Customer 403,Home Office,San Diego,IL,South,Office Supplies,Storage,Storage Model 580,853.12,2,0.1,132.14
ORD-102439,25-05-2022,26-05-2022,Customer 65,Consumer,Houston,NY,Central,Technology,Copiers,Copiers Model 943,826.2,3,0.2,46.93
ORD-102440,30-06-2022,02-07-2022,Customer 310,Corporate,San Diego,TX,Central,Furniture,Chairs,Chairs Model 804,160.51,3,0.15,14.17
ORD-102441,16-09-2022,19-09-2022,Customer 162,Corporate,Houston,NY,West,Furniture,Chairs,Chairs Model 403,468.56,9,0.05,71.39
ORD-102442,17-08-2022,22-08-2022,Customer 231,Home Office,Chicago,IL,South,Furniture,Tables,Tables Model 639,577.23,9,0.15,49.29
ORD-102443,14-01-2023,18-01-2023,Customer 9,Consumer,San Jose,IL,South,Technology,Accessories,Accessories Model 758,825.28,9,0.1,157.67
ORD-102444,04-06-2024,10-06-2024,Customer 365,Corporate,Dallas,CA,South,Furniture,Furnishings,Furnishings Model 698,963.02,1,0.05,234.37
ORD-102445,08-07-2022,12-07-2022,Customer 492,Consumer,Houston,CA,East,Technology,Copiers,Copiers Model 896,485.26,9,0.2,24.26
